title,content,source_name,published_at
"Trump backs dockworkers' fight against automation. He risks price hikes, experts say","President-elect Donald Trump this week voiced support for tens of thousands of unionized dockworkers in a dispute with major shipping companies.
Negotiations between workers and management are deadl… [+6183 chars]",ABC News,2024-12-13T22:39:46Z
"Willis rebuffs GOP lawmaker's request for documents, says Trump case is 'ongoing'",Fulton County District Attorney Fani Willis on Thursday rebuffed the latest request from House Judiciary Chairman Jim Jordan seeking information related to her Georgia election interference investiga… [+1790 chars],ABC News,2024-12-14T02:49:50Z
Convicted Jan. 6 rioter says retired congressman invited him to Trump inauguration,A California man who pleaded guilty to a felony for his participation in the Jan. 6 attack on the U.S. Capitol filed a letter Wednesday showing he was personally invited by a retired Republican congr… [+2014 chars],ABC News,2024-12-11T22:18:38Z
Fox News AI Newsletter: 'Trump will be very good at' AI infrastructure,"Welcome to Fox News Artificial Intelligence newsletter with the latest AI technology advancements.
IN TODAYS NEWSLETTER:
- OpenAI CEO Sam Altman looking forward to working with Trump admin, says US… [+2025 chars]",Fox News,2024-12-07T13:30:30Z
Europe on Collision Course With Trump on Big Tech Crackdown,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-09T05:00:00Z
"Trump considers privatizing U.S. Postal Service, Washington Post reports","(Reuters) -U.S. President-elect Donald Trump has expressed a keen interest in privatizing the U.S. Postal Service in recent weeks, the Washington Post reported on Saturday, citing three people with k… [+2617 chars]",Yahoo Entertainment,2024-12-14T13:13:13Z
Meta Gives Trump $1 Million for Inauguration as Latest Round of Ass-Kissing Commences,"This week, Meta announced that it had donated $1 million to President-elect Donald Trump’s inaugural fund. The fund is used to finance the festivities that accompany the president-elect’s inauguratio… [+4285 chars]",Gizmodo.com,2024-12-12T21:05:21Z
Tim Cook visiting Mar-a-Lago for Friday night dinner with Trump,"Apple CEO Tim Cook is set to visit Mar-a-Lago on Friday night to dine with President-elect Donald Trump, according to a report from The New York Times. Cook joins a string of other tech leaders who h… [+1567 chars]",9to5Mac,2024-12-14T00:34:41Z
"I Was Having Sex With An Old Hookup. Midway Through, I Discovered He Was A Trump Supporter.","When comedians Billy Eichner and Will Ferrell hit the streets in a video released in October repping loud white men for Kamala Harris, I was delighted. I was even happier when three women they approa… [+7426 chars]",HuffPost,2024-12-09T14:31:02Z
Trump picks hardline Republican Kari Lake to lead Voice of America,"(Reuters) -U.S. President-elect Donald Trump on Wednesday said he was picking Kari Lake, a former news anchor and a hardline Republican who failed to win an Arizona Senate seat last month, to be the … [+1073 chars]",Yahoo Entertainment,2024-12-12T02:28:40Z
FBI Director Chris Wray to resign following Trump nomination of Patel,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-11T19:10:30Z
Donald Trump wants Kari Lake to run Voice of America. That's not his call. | Opinion,President-elect Donald Trump's announcement Wednesday that he wants Kari Lake to run Voice of America was heavy with his usual bombastic nonsense but light on details for how she might actually get t… [+6480 chars],USA Today,2024-12-14T09:03:21Z
"Court ruling sends jolt through the core of U.S. conservatives, Fox News 'Trump staffing agency'","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-11T05:58:38Z
Trump calls for immediate ceasefire in Ukraine and says a US withdrawal from NATO is possible,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
W… [+7496 chars]",Yahoo Entertainment,2024-12-08T12:02:08Z
Lara Trump steps down as RNC co-chair and addresses speculation about Florida Senate seat,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-09T03:18:52Z
"Trump invites China's Xi Jinping to attend inauguration, CBS News reports","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-12T00:14:57Z
"Xi’s RSVP is a snub to Trump, but the inauguration invite is still a big deal","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T02:37:15Z
Tim Cook rumored to be meeting with Donald Trump for dinner on Friday,"After a whirlwind tour of Europe and the UK, Apple CEO Tim Cook is said to be meeting with President Elect Donald Trump for dinner on Friday night.
The conversation between Cook and Trump, expected … [+3592 chars]",AppleInsider,2024-12-14T00:17:41Z
Trump May Kill Crash Reporting Requirements Tesla Has Fought Against,"Good morning! Its Friday, December 13, 2o24, and this is The Morning Shift, your daily roundup of the top automotive headlines from around the world, in one place. Here are the important stories you … [+10504 chars]",Jalopnik,2024-12-13T15:50:00Z
Here's what a second Trump presidency could mean for scientists,"U.S. President Donald Trump speaks during an event at Snap-On Tools Corp. headquarters in Kenosha, Wisconsin, U.S., on Tuesday, April 18, 2017.
Daniel Acker/Bloomberg via Getty Images
The next four… [+1293 chars]",NPR,2024-12-09T08:00:57Z
"Jesse Ventura: Donald Trump Stole My Playbook, He Couldn’t Hold A Candle To Me In A Debate","Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
W… [+2408 chars]",Yahoo Entertainment,2024-12-07T20:00:00Z
"Donald Trump plans to 'make America the crypto capital of the world,' Eric Trump says","In This Story
President-elect Donald Trump plans to make America a leader in the cryptocurrency space, through investments and sensible regulations.
Eric Trump said his father realizes that every c… [+2515 chars]",Quartz India,2024-12-09T16:40:51Z
Trump says he supports DREAMers. His past actions say differently.,"In a recent Meet the Press interview, President-elect Donald Trump claimed hes open to working with Democrats on legislation that could keep DREAMers undocumented immigrants who came to the US as chi… [+8827 chars]",Vox,2024-12-11T17:59:03Z
Automakers Call On Donald Trump To Slash EV Targets So They Finally Hit Them,"Good morning! Its Monday, December 9, 2024, and this is The Morning Shift, your daily roundup of the top automotive headlines from around the world, in one place. Here are the important stories you n… [+7968 chars]",Jalopnik,2024-12-09T14:40:00Z
The Weed Industry Isn’t Feeling Too Anxious About Trump 2.0,"This year’s presidential election was a historic one for weed, with both major presidential candidates endorsing marijuana legalization for the first time ever. Kamala Harris said that she would lega… [+10568 chars]",Rolling Stone,2024-12-08T15:00:00Z
Trump backs dockworkers in fight over automation,"United States President-elect Donald Trump has thrown his support behind union dockworkers who are at an impasse with their employer over the use of automation.
The International Longshoremens Assoc… [+2653 chars]",Al Jazeera English,2024-12-13T01:32:46Z
Costco has a plan to deal with Trump tariffs,"In This Story
Costco (COST+1.12%
) is prepared to adapt if President-elect Donald Trumps proposed tariffs on imported goods are enacted, according to CEO Gary Millerchip. 
When it rains, it pours,… [+2054 chars]",Quartz India,2024-12-13T16:45:00Z
Trump 2.0 To Slather Elon Musk’s Starlink With Billions In Taxpayer Subsidies It Doesn’t Deserve,"from the by-'efficiency'-we-mean-'fraud,-waste,-and-cronyism' dept
SpaceXs Starlink service can be an absolute game changer for those completely out of range of broadband access. Getting several hun… [+5867 chars]",Techdirt,2024-12-09T13:27:17Z
"Memphis Mayor Shrugs Off DOJ Investigation Of PD, Figures Trump Will Make This All Go Away","from the time-to-beat-them-their-rights dept
The Memphis (TN) police department is the latest law enforcement agency to be the subject of DOJ civil rights investigation. Prompted by the brutal killi… [+10022 chars]",Techdirt,2024-12-10T23:39:40Z
How Trump could try to deport immigrants to countries other than their own,"President-elect Donald Trump is reportedly considering deporting some immigrants to countries other than their own. If he tries to do so, it wont be the first time. Like before, however, he would pro… [+7077 chars]",Vox,2024-12-10T21:02:25Z
My family voted for Trump. How can we talk about politics without ruining the holidays?,Your Mileage May Vary is an advice column offering you a new framework for thinking through your ethical dilemmas and philosophical questions. This unconventional column is based on value pluralism t… [+12128 chars],Vox,2024-12-13T22:11:49Z
Trump teases speedy environmental permitting for $1bn investments in US,"President-elect Donald Trump has teased the prospect of faster environmental approvals for companies and individuals investing at least $1bn in the United States.
As part of a flurry of social media… [+2872 chars]",Al Jazeera English,2024-12-11T03:32:55Z
Ukraine’s Zelenskyy praises Trump as leader feared by Putin,Ukrainian President Volodymyr Zelenskyy has praised Donald Trump as one of the only leaders feared by Russian President Vladimir Putin while calling on the international community to come together to… [+3556 chars],Al Jazeera English,2024-12-10T03:18:19Z
TIME Magazine names Donald Trump ‘Person of the Year’,"TIME Magazine has named Donald Trump its Person of the Year, saying perhaps no single individual has played a larger role in changing the course of politics and history than the United States preside… [+3438 chars]",Al Jazeera English,2024-12-12T15:04:55Z
Trump will throw US clean power into question,"The recent re-election of Donald Trump as the next president of the United States has dented clean energy prospects in the country. A climate sceptic, Trump has promised to turbo-charge Americas foss… [+6842 chars]",Al Jazeera English,2024-12-11T17:35:30Z
"Trump lays out agenda, including mass deportations, in TV interview","United States President-elect Donald Trump promised to make good on his election promises of mass deportations and new tariffs in his first television interview since his re-election.
Appearing on N… [+4299 chars]",Al Jazeera English,2024-12-09T04:59:04Z
"Across Asia, the ‘manosphere’ cheers the return of Donald Trump","Taipei, Seoul, and Manila Donald Trumps popularity among young men who frequent the manosphere online has been widely cited as a factor in his re-election as president of the United States.
After ma… [+11195 chars]",Al Jazeera English,2024-12-12T00:14:31Z
Can Donald Trump end birthright citizenship in the US?,"President-elect Donald Trump said he plans to end birthright citizenship in the United States in an interview with NBCs Kristen Welker on a Meet the Press episode that aired on Sunday, reiterating a … [+6554 chars]",Al Jazeera English,2024-12-09T13:21:47Z
The Trump administration could reverse progress on AI regulation,"While efforts to regulate the creation and use of artificial intelligence (AI) tools in the United States have been slow to make gains, the administration of President Joe Biden has attempted to outl… [+5640 chars]",Al Jazeera English,2024-12-12T20:37:47Z
"Jon Stewart Celebrates Assad Fall, Continues to Dread Second Trump Reign","This week has brought some good news and some bad news, as Jon Stewart recounted on a new episode of The Daily Show last night. The late-night host spent the majority of his monologue segment celebra… [+1814 chars]",Rolling Stone,2024-12-10T09:36:22Z
"Manchin and Sinema Screw Biden Yet Again, Give Trump Control of Labor Board",Sen. Kyrsten Sinema of Arizona and Sen. Joe Manchin of West Virginia on Tuesday voted not to confirm President Joe Biden‘s re-nomination of Lauren McFerran as member of the National Labor Relations B… [+3577 chars],Rolling Stone,2024-12-11T22:06:38Z
Biden Says He Regrets Not Signing Name to Covid Checks Like Trump Did,President Joe Biden is leaving office in a few weeks and — as presidents tend to do — is sharing some self-reflective thoughts in the twilight of his term. Not about the war in Gaza or about his deci… [+2963 chars],Rolling Stone,2024-12-10T20:36:35Z
"Trump FCC Commissioners, Cable Lobby, Use Lazy Soup And Coffee Metaphors To Defend Shitty Broadband Usage Caps","from the this-is-why-we-can't-have-nice-things dept
As we recently noted, the Biden FCC has announced that it is finally taking a look at broadband usage caps. Weve noted for decades how such limits… [+2515 chars]",Techdirt,2024-12-12T13:33:00Z
"Covering Trump 2.0, now with less Trump","In the spring of 2017, during the first 100 days of Donald Trump 1.0, I taught a class called Media and Policy Processes. We focused on the media’s role not only in covering policymaking, but also ac… [+3114 chars]",Niemanlab.org,2024-12-11T18:26:50Z
Donald Trump rings the NYSE opening bell as he's named Time's Person of the Year,"In This Story
President-elect Donald Trump rang the New York Stock Exchanges (ICE-0.06%
) opening bell on Thursday, a first for the longtime businessman and two-time presidential election winner.
… [+2827 chars]",Quartz India,2024-12-12T14:32:00Z
Pete Buttigieg says Trump can't get rid of new airline refund rules,"In This Story
Outgoing Transportation Secretary Pete Buttigieg says that the Biden administrations new refund rules will likely remain in place under Donald Trumps upcoming presidency. In an intervi… [+1082 chars]",Quartz India,2024-12-12T18:51:00Z
Southwest's CEO says the Trump years will be good for airlines,"In This Story
The leader of Southwest Airlines (LUV-0.27%
) is looking forward to the incoming administration of Donald Trump. In an interview with Yahoo Finance, CEO Bob Jordan says the next White… [+1753 chars]",Quartz India,2024-12-13T15:57:00Z
Trump isn't backing down from his tariff tough talk: 'We have to take it seriously',"In This Story
President-elect Donald Trumps tariffs threats are just that for now. But businesses could face new costs as soon as next month if he sticks to his guns.
Although his ideas have freque… [+6058 chars]",Quartz India,2024-12-11T13:03:00Z
Trump says Elon Musk will put America before Tesla or SpaceX,"In This Story
President-elect Donald Trump says there arent any potential conflicts of interest that come with Elon Musk leading a group scrutinizing the same federal agencies that regulate his comp… [+3240 chars]",Quartz India,2024-12-12T16:40:00Z
Donald Trump Named Time’s Person Of The Year,"Donald Trump has been named Time magazine‘s Person of the Year ahead of his second presidency.
The Republican Party leader has had the title bestowed on him for a second time, with the first coming … [+1713 chars]",Deadline,2024-12-12T14:12:57Z
Donald Trump Appoints Kari Lake To Lead Voice Of America,"Donald Trump has appointed Kari Lake as the director of the Voice Of America, tapping an unabashed loyalist for the U.S. government’s international broadcast network.
Lake, a former news anchor, los… [+1064 chars]",Deadline,2024-12-12T03:35:18Z
U.S. colleges and their international students prepare for a 2nd Trump term,"Some U.S. colleges and universities, worried about potential restrictions under the incoming Trump administration, are advising international students to return to campus before inauguration day.",NPR,2024-12-13T09:43:45Z
"FBI head Wray to step down, clearing way for controversial Trump pick Patel","The director of the Federal Bureau of Investigations (FBI), Christopher Wray, will resign from his position before the second term of United States President-elect Donald Trump, according to the agen… [+4449 chars]",Al Jazeera English,2024-12-11T21:24:27Z
Trump taps failed candidate Kari Lake to lead Voice of America,"United States President-elect Donald Trump has named Kari Lake, a former television news anchor who mounted unsuccessful Senate and gubernatorial campaigns in Arizona, as his pick to run the state-fu… [+2813 chars]",Al Jazeera English,2024-12-12T05:23:46Z
US President-elect Trump invites China’s Xi Jinping to his inauguration,"United States President-elect Donald Trump has invited his Chinese counterpart Xi Jinping to attend his inauguration ceremony in January, despite his history of hawkish rhetoric and tariff threats.
… [+4078 chars]",Al Jazeera English,2024-12-13T00:52:41Z
Kyiv ups call for air defences as Trump warns aid to Ukraine could be cut,"Ukraines president has sharply raised his demand for air defence systems, highlighting how much Russia has intensified the air war in recent months.
Volodymyr Zelenskyy on Tuesday said Ukraine neede… [+9552 chars]",Al Jazeera English,2024-12-12T11:07:47Z
‘Climate of terror’: New York’s migrants and asylum seekers brace for Trump,"Manhattan, New York On a brisk autumn day, Diana Zarate stood on a New York City sidewalk, surrounded by a clump of her familys suitcases and backpacks.
Towering above her was the Roosevelt Hotel, a… [+17555 chars]",Al Jazeera English,2024-12-12T20:16:28Z
‘Inconvenient’: Trump aims to end ‘costly’ daylight saving time in the US,"United States President-elect Donald Trump has announced that he will endeavour to end daylight saving time, the practice of moving clocks forward during the summer to take advantage of longer daylig… [+3422 chars]",Al Jazeera English,2024-12-13T22:53:38Z
"Donald Trump is trying to 'humiliate' Justin Trudeau with Canada jokes, ex-Trump adviser says","When Donald Trump jokes that Canada could become the 51st state, and refers to Justin Trudeau as a governor rather than prime minister, it's all an effort to ""humiliate"" the Canadian leader, a former… [+5597 chars]",CBC News,2024-12-12T21:48:21Z
Donald Trump Has No Idea What to Do About Inflation,"If McFerran was confirmed, a Democratic board would have been in place until late 2026, able to uphold the NLRBs mission of protecting the right to form a union and enforcing labor law. The appointme… [+976 chars]",The New Republic,2024-12-12T15:13:56Z
Jeff Bezos and Amazon Officially Bend the Knee to Trump,"Led by X, the new changes made to the Kids Online Safety Act strengthen the bill while safeguarding free speech online and ensuring it is not used to stifle expression, Blumentahl and Blackburn wrote… [+1499 chars]",The New Republic,2024-12-13T15:05:53Z
Trump Rings NYSE Opening Bell (Photos),"Our community is about connecting people through open and thoughtful conversations. We want our readers to share their views and exchange ideas and facts in a safe space.
In order to do so, please f… [+1334 chars]",Forbes,2024-12-12T14:50:06Z
Trump Has Sick Plan for Justice Department’s Civil Rights Division,"Harmeet has stood up consistently to protect our cherished Civil Liberties, including taking on Big Tech for censoring our Free Speech, representing Christians who were prevented from praying togethe… [+999 chars]",The New Republic,2024-12-11T16:28:49Z
The newest Trump Tower will be a hotel in Saudi Arabia — with more projects on the way,"The Trump Organization is bringing a new Trump Tower into the world. But not in the U.S. this one will be in Saudi Arabia.
The company and its partner, Dar Global, on Wednesday launched the new hote… [+3588 chars]",Quartz India,2024-12-11T15:15:00Z
Trump Makes Horrid Confession on Plans for Israel and Palestine,"Israeli politicians have considered annexing the West Bank for decades, and in the last year, the right-wing government has looked the other way as settler violence in the territory has ramped up. An… [+1225 chars]",The New Republic,2024-12-12T17:08:19Z
Chris Wray Makes It Easy For Trump,"When Donald Trump fired FBI Director James Comey, in 2017, I was about to drive my daughter and some of her friends to a soccer tryout. I remember that the news came moments before we left; once we a… [+5061 chars]",The Atlantic,2024-12-11T23:37:00Z
"Donald Trump Bench in Oslo, Norway","The Norwegian capitals tributes to American political figures are usually grand and symbolicAbraham Lincoln, Franklin D. Roosevelt, and George Marshall all have statues and memorials. But what about … [+1475 chars]",Atlas Obscura,2024-12-11T20:00:00Z
In the Trump Administration Crosshairs: Cell Phone Radiation,"Yves here. It’s intriguing to see that some not-ideological outlets are treating some of RFK, Jr.’s hobbyhorses as potentially having merit. Recall that some studies have found a weak correlation bet… [+7386 chars]",Nakedcapitalism.com,2024-12-11T10:19:42Z
Donald Trump Ordered To Sit For Deposition Next Week In His Defamation Lawsuit Against ABC,"Donald Trump has been ordered by a federal judge to sit for a deposition next week as part of his defamation litigation against ABC.
U.S. Magistrate Judge Lisette M. Reid wrote that the deposition s… [+1533 chars]",Deadline,2024-12-13T23:57:06Z
Trump announces 2 more key OMB appointments,"United States President-elect Donald Trump announced two more key appointments to the Office of Management and Budget (OMB). Trump said he chose Ed Martin to serve as chief of staff, while Congressma… [+69 chars]",Biztoc.com,2024-12-11T02:16:16Z
My ‘Trump 2.0’ Dividend Stock Forecast For 2025,"PARIS, FRANCE - DECEMBER 07: President-elect Donald Trump leaves after their meeting at the Elysee ... [+] Palace in Paris, France on December 07, 2024. (Photo by Mustafa Yalcin/Anadolu via Getty Ima… [+4929 chars]",Forbes,2024-12-11T14:34:00Z
"Trump, Congress to Alter, Not Erase Biden Energy Legacy","WASHINGTON, DC - NOVEMBER 13: U.S. President Joe Biden shakes hands with U.S. President-elect Donald ... [+] Trump in the Oval Office of the White House on November 13, 2024 in Washington, DC. Presid… [+13308 chars]",Forbes,2024-12-11T11:00:00Z
Trump Confirms Bitcoin Reserve Plans—$15 Trillion Price Boom Predicted,"Donald Trump has firmly embraced bitcoin and crypto this year as a leak reveals Russia could be about to start a bitcoin cold war.
Unlock over $3,000 in NFT, web3 and crypto perks Apply now!
The bi… [+2990 chars]",Forbes,2024-12-14T12:15:09Z
Why Semi Equipment Stocks Could Shine Under Trump 47,"Tim Archer, president and chief executive officer of Lam Research, speaks during a Senate Commerce, ... [+] Science and Transportation Committee hearing in Washington, D.C., U.S., on Wednesday, March… [+4505 chars]",Forbes,2024-12-13T16:14:59Z
There’s no “Trump Bump” (and that’s good!),"For better or worse, I don’t think there will be a “Trump Bump” in traffic to news websites during the second Trump administration. There are a bunch of reasons that levels of interest (and/or shock)… [+1634 chars]",Niemanlab.org,2024-12-12T18:51:36Z
The Trump Era Came Into Sharper View This Week. God Help Us.,"Its roughly the same with all the other absurd appointees. What Pete Hegseth, Trumps pick to run the Department of Defense, is alleged to have to done to that woman in 2017 is repulsive (he denies th… [+2036 chars]",The New Republic,2024-12-13T15:08:29Z
Mitch McConnell Not So Subtly Bashes Trump Again in New Interview,"If McFerran was confirmed, a Democratic board would have been in place until late 2026, able to uphold the NLRBs mission of protecting the right to form a union and enforcing labor law. The appointme… [+976 chars]",The New Republic,2024-12-12T15:06:22Z
Trump Jr. Shares Vile Post After Dad Named Time “Person of the Year”,"What happened to Wray was actually really simple. Last week, Trump nominated Kash Patel, a sycophantic fascist eager to go after a list of the president-elects deep state enemies, to lead the FBI. Ra… [+1073 chars]",The New Republic,2024-12-12T16:38:02Z
Is a Right Wing DJ the Most Influential Figure in Trump World?,"Taylor pleaded guilty and was sentenced to six months home detention and three years probation in May for his role in ransacking the building. Ahead of the riot, Taylor organized a group of fighters … [+889 chars]",The New Republic,2024-12-12T16:51:40Z
Eric Trump Drops Unnerving Hint About His Dad’s Coming 2025 Corruption,"Eric Trump is the face of the new Trump oligarchy. At a conference this week, he said straight out that he and father Donald Trump will work together once Trump is president to push cryptowhich the T… [+472 chars]",The New Republic,2024-12-12T10:00:00Z
Eric Adams Proves How Desperate He Is for Pardon From Trump,"In 2021, Pelosi publicly criticized AOC and other members of the Squad for being the lone Democrats to withhold support for an immigration bill that she had backed. All these people have their public… [+907 chars]",The New Republic,2024-12-12T21:43:31Z
Peter Thiel says he wouldn't take a 'full-time' Trump administration job: 'I'd be depressed and crazy',"Peter Thiel was one of President-elect Donald Trump's first major supporters in Silicon Valley, donating more than $1 million to groups that supported Trump's 2016 campaign.
However, that doesn't me… [+1891 chars]",Business Insider,2024-12-13T19:53:18Z
How GOP Senators Are Secretly Getting Ready to Surrender to Trump,"As TNRs Timothy Noah notes, many of the latter ones are political appointees, so by definition, they are not members of the deep state. Thats the permanent, all-powerful bureaucracy that Trump is sup… [+1353 chars]",The New Republic,2024-12-14T11:00:00Z
"There are 3 ways Donald Trump can reduce the risks from America's soaring debt, Pimco economist says","Washington's ballooning debt has prompted a lot of fear among economists and market experts, but there are ways Donald Trump's incoming administration can mitigate the impact.
Though the president-e… [+2809 chars]",Business Insider,2024-12-12T17:51:24Z
Trump says slashing grocery prices will be 'very hard',"President-elect Trump said it will be very hard to lower grocery prices now that they have risen, but he predicted they will come down.In a wide-ranging interview with Time magazine, Trump struck a m… [+141 chars]",Biztoc.com,2024-12-12T22:14:12Z
List of TV Stars Trump Nominated for His Administration,Multiple nominees to serve in President-elect Donald Trump's second administration have an extensive history of working or frequently appearing on television.Trump's first administration also include… [+140 chars],Biztoc.com,2024-12-12T22:57:59Z
Trump calls the plays at the Army-Navy game,The sidelines at Saturdays Army-Navy match-up might just be more compelling than the game. Donald Trump is back. The president-elect will partake in the nation's storied rivalry between West Point an… [+141 chars],Biztoc.com,2024-12-13T17:07:09Z
Trump picks Kari Lake to lead Voice of America,"President-elect Donald Trump has selected Kari Lake to serve as the next director of Voice of America the publicly funded broadcast network that drew his ire in his first term. Lake, a former local n… [+139 chars]",Biztoc.com,2024-12-12T03:38:11Z
Democrats Have a Problem Much Bigger Than Donald Trump,Democrats are facing a long-term Electoral College crisis that is much bigger than Donald Trump over the next few years and is at least partially of the party's own making.Trump carried the Electoral… [+142 chars],Biztoc.com,2024-12-12T22:58:30Z
Donald Trump Pushes to End 'Inconvenient' Daylight Saving Time,"President-elect Donald Trump on Friday voiced his support for putting an end to daylight saving time.In a post on his Truth Social platform, Trump said his party will try to stop the practice of chan… [+143 chars]",Biztoc.com,2024-12-13T21:42:16Z
‘Waging war on science’: Researchers worry about their jobs under Trump 2.0,"This story was originally published by Mother Jones and is reproduced here as part of the Climate Desk collaboration.
Over the years, Donald Trump hasnt exactly been a champion of science. As presid… [+9459 chars]",Grist,2024-12-14T14:00:00Z
They Yassified Trump,"Like it or not, Time made Donald Trump the Person of the Year for the second time. I do not like it, but I can admit Trump had a pretty eventful 2024. He became the first former U.S. president to be … [+1352 chars]",The Cut,2024-12-12T20:45:35Z
"‘Separated’ Director Errol Morris Says Ultimate Goal Of Trump Border Policy Was Meanness, Not Deterrence – Guest Column","Editors note: Errol Morris is the documentary filmmaker behind features including the Oscar-winning The Fog of War and The Thin Blue Line, works renowned for their investigative style. His latest fil… [+5031 chars]",Deadline,2024-12-13T17:15:00Z
Donald Trump made a bizarre pick to lead Voice of America,"What a week it has been for President-elect Donald Trump, including a troubling pick to lead the respected Voice of America news agency. More on that in a second.
But lets start with the news we all… [+15382 chars]",Poynter,2024-12-13T12:30:07Z
"Trump Travel, Junk Fees and a Saudi World Cup","Good morning from Skift. Its Thursday, December 12, 2024. Heres what you need to know about the business of travel today.
Listen Now
Apple Podcasts | Spotify | YouTube | RSS
President-elect Donald… [+2289 chars]",Skift,2024-12-12T12:10:37Z
"Trump Transition Team Wants To End Crash Report Requirement Opposed By Tesla, Report Says","President-elect Donald Trumps transition team wants to scrap a regulatory order requiring automakers to report crashes involving vehicles with automated driving systems, Reuters reported Friday, alig… [+3336 chars]",Forbes,2024-12-13T14:48:35Z
Donald Trump Named Time’s Person Of The Year—For Second Time,"Our community is about connecting people through open and thoughtful conversations. We want our readers to share their views and exchange ideas and facts in a safe space.
In order to do so, please f… [+1334 chars]",Forbes,2024-12-12T13:26:08Z
"Sam Altman Latest Tech Billionaire To Donate $1 Million To Trump Inaugural Fund—Joining Bezos, Zuckerberg","Sam Altman joined fellow billionaires Mark Zuckerberg and Jeff Bezos in announcing $1 million donations to President-elect Donald Trump's inaugural fund, as the tech industry seeks to strengthen rela… [+4558 chars]",Forbes,2024-12-13T20:41:58Z
Jeff Bezos’ Amazon Planning $1 Million Donation To Trump Inauguration—Matching Meta,"Amazon is reportedly planning to donate $1 million to President-elect Donald Trumps inauguration fund as founder and billionaire Jeff Bezos follows in the footsteps of Meta CEO Mark Zuckerberg, who d… [+3391 chars]",Forbes,2024-12-13T00:13:54Z
Mystery Drones Over New Jersey And Nearby States: Trump Weighs In As More Sightings Reported (Updating),"For weeks, citizens across New Jersey as well as New York, Pennsylvania and Connecticut have reported seeing clusters of drone-like objects flying low in the sky at night, yet information remains sca… [+10120 chars]",Forbes,2024-12-13T23:29:13Z
The Deal Trump Must Make With Putin To End Ukraine War Without Feeding Russia’s Imperialism,"The collapse of Syrias mass-murdering Assad regime delivered a huge setback to Vladimir Putins immense Middle East ambitions, including losing his cherished warm-water port. But he is taking comfort … [+329 chars]",Forbes,2024-12-13T11:00:00Z
Trump Invited Chinese President Xi Jinping And Other World Leaders To Inauguration—Here’s Why That’s Unprecedented,"President-elect Donald Trump invited Chinese President Xi Jinping and other world leaders to attend his inauguration next month, his incoming press secretary confirmed Thursday, and though the Chines… [+5369 chars]",Forbes,2024-12-13T14:47:00Z
Trump Suggests Government Should Shoot Down Unidentified Drones On East Coast,"President-elect Donald Trump on Friday weighed in on a weekslong search for answers about sightings of mysterious drone-like objects flying over New Jersey, New York, Maryland, Pennsylvania and Conne… [+4281 chars]",Forbes,2024-12-13T23:18:03Z
Trump says he will eliminate Daylight Saving Time,"President-elect Donald Trump issued a brief statement saying that Republicans would work to end Daylight Saving Time. 
DST was proposed by Ben Franklin in 1784 as a way to increase productivity by a… [+2250 chars]",TheBlaze,2024-12-13T22:13:18Z
Trump Backs Longshoremen’s Union,"Donald Trump announced on Truth Social Monday that, after meeting with the leadership of the International Longshoremen's Association (ILA), he is against further automation of American ports. The am… [+1688 chars]",The American Conservative,2024-12-13T16:00:00Z
New L.A. D.A. Nathan Hochman Says Menendez Brothers Lawyer’s “Narrative Is Absolutely Wrong”; Vows To Enforce Sanctuary Laws Against Trump Deportation Threats – The Deadline Q&A,"EXCLUSIVE: Up on the top floor of downtown’s Hall of Justice, the Los Angeles District Attorney’s office has little of the grandeur that the rest of the nearly 100-year-old ornate building itself wou… [+20997 chars]",Deadline,2024-12-13T15:01:00Z
NYC Mayor Adams Trying to Wriggle Free from Sanctuary City Restrictions; Has “Same Desire” as Trump Border Czar,"Yves here. New York City’s Mayor Tom Adams complained early and often about how the Biden liberalization of southern border entry resulted in a migrant influx that taxed city services, particularly t… [+7183 chars]",Nakedcapitalism.com,2024-12-13T15:02:32Z
Freedom Caucus backs two-track strategy to tackle Trump border and tax agenda,"The hardline conservative House Freedom Caucus is backing a two-step approach to tackle parts of President-elect Trumps agenda on border, taxes and energy amid an internal clash over the approach. Th… [+144 chars]",Biztoc.com,2024-12-13T21:42:09Z
